,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,,Def Interceptions,,,,,Fumbles,,,,,Unnamed: 17_level_0,Tackles,,,,,Unnamed: 23_level_0,Year
,Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,
414,407,Jake Bates,DET,25,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
415,408,Jacob Bobenmoyer,LVR,27,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,2024
416,409,Corey Bojorquez,CLE,28,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
417,410,Austin Booker,CHI,22,DL,16,0,0,0,0,0,0,0,0,0,0,0,1.5,20,14,6,3,4,0,2024
418,411,Thomas Booker,PHI,25,DT,16,0,0,0,0,0,1,0,0,0,0,0,1.0,17,8,9,2,2,0,2024
419,412,Kris Boyd,HOU,28,CB,16,0,0,0,0,0,0,0,0,1,0,0,0.0,7,4,3,0,0,0,2024
420,413,Chris Braswell,TAM,23,OLB,16,0,0,0,0,0,0,1,0,0,0,0,1.5,18,11,7,1,8,0,2024
421,414,Karl Brooks,GNB,24,DL,16,0,0,0,0,0,2,1,0,3,0,0,3.5,20,11,9,3,6,0,2024
422,415,Amari Burney,LVR,24,LB,16,0,0,0,0,0,0,1,0,0,0,0,1.0,13,7,6,2,1,0,2024
423,416,Ty Chandler,MIN,26,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,2024
424,417,Julius Chestnut,TEN,24,RB,16,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,2024
425,418,Brandon Codrington,BUF,24,DB,16,0,0,0,0,0,1,0,2,1,0,0,0.0,5,5,0,0,0,0,2024
426,419,Logan Cooke,JAX,29,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
427,420,Blake Corum,LAR,24,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2024
428,421,Morgan Cox,TEN,38,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
429,422,DeeJay Dallas,ARI,26,RB,16,0,0,0,0,0,0,0,1,0,0,0,0.0,5,3,2,0,0,0,2024
430,423,Scott Daly,CHI,30,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,2024
431,424,Isaiah Davis,NYJ,22,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,7,7,0,0,0,0,2024
432,425,Raekwon Davis,IND,27,DT,16,0,0,0,0,0,1,0,0,0,0,0,0.0,15,7,8,1,0,0,2024
433,426,Marcellas Dial,NWE,24,DB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,7,2,5,0,0,0,2024
434,427,Cameron Dicker,LAC,24,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
435,428,Michael Dickson,SEA,28,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
436,429,Riley Dixon,DEN,31,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
437,430,Bud Dupree,LAC,31,OLB,16,0,1,0,0,0,2,1,0,0,0,0,6.0,28,18,10,6,9,0,2024
438,431,Ross Dwelley,ATL,29,TE,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2024
439,432,Jonah Elliss,DEN,21,OLB,16,0,0,0,0,0,2,0,0,0,0,0,5.0,36,24,12,7,6,0,2024
440,433,Ka'imi Fairbairn,HOU,30,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
441,434,Reid Ferguson,BUF,30,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2024
442,435,Mike Ford,CLE,29,CB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,6,2,0,0,0,2024
443,436,Isaiah Foskey,NOR,24,DE,16,0,0,0,0,0,0,0,0,0,0,0,0.0,16,4,12,0,0,0,2024
444,437,Mitchell Fraboni,DEN,28,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2024
445,438,Amari Gainer,LVR,24,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,2024
446,439,Kenneth Gainwell,PHI,25,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,2024
447,440,Xavier Gipson,NYJ,23,WR,16,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,2024
448,441,C.J. Goodwin,DAL,34,CB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,8,7,1,0,0,0,2024
449,442,Eric Gray,NYG,25,RB,16,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,2024
450,443,J.T. Gray,NOR,28,DB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,25,12,13,0,0,0,2024
451,444,Blake Grupe,NOR,26,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
452,445,Daniel Hardy,CHI,26,DL,16,0,0,0,0,0,0,1,0,0,0,0,0.0,11,7,4,0,0,0,2024
453,446,Jaylen Harrell,TEN,22,OLB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,13,8,5,2,0,0,2024
454,447,Josh Harris,LAC,35,LS,16,0,0,0,0,0,0,0,1,0,-22,0,0.0,1,0,1,0,0,0,2024
455,448,Hassan Haskins,LAC,25,RB,16,0,0,0,0,0,0,0,1,0,0,0,0.0,6,2,4,0,0,0,2024
456,449,Hogan Hatten,DET,24,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,2024
457,450,Johnny Hekker,CAR,34,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2024
458,451,Thomas Hennessy,NYJ,30,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2024
459,452,Jaden Hicks,KAN,22,DB,16,0,3,50,0,47,4,0,0,0,0,0,0.0,24,18,6,2,0,0,2024
460,453,Ty'Ron Hopper,GNB,23,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,2024
461,454,Jake Hummel,LAR,25,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,3,0,0,0,2024
462,455,Ja'Marcus Ingram,BUF,27,CB,16,0,2,56,1,31,4,0,0,0,0,0,1.0,18,13,5,1,1,0,2024
463,456,Jordan Jackson,DEN,26,DL,16,0,0,0,0,0,0,0,0,0,0,0,0.0,15,2,13,0,1,0,2024
464,457,Theo Jackson,MIN,26,S,16,0,1,3,0,3,3,0,0,0,0,0,0.0,14,9,5,0,0,0,2024
465,458,Caleb Johnson,JAX,26,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,3,0,0,0,2024
466,459,Cam Jones,KAN,25,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,1,0,2024
467,460,Tim Jones,JAX,26,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2024
468,461,Linval Joseph,DAL,36,DT,16,0,0,0,0,0,0,1,0,0,0,0,2.0,19,9,10,2,2,0,2024
469,462,Miles Killebrew,PIT,31,S,16,0,0,0,0,0,0,0,0,0,0,0,0.0,12,7,5,0,0,0,2024
470,463,Casey Kreiter,NYG,34,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2024
471,464,Christian Kuntz,PIT,30,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2024
472,465,Isaiahh Loudermilk,PIT,27,DT,16,0,0,0,0,0,1,0,0,0,0,0,0.0,17,10,7,0,0,0,2024
473,466,James Lynch,TEN,25,DL,16,0,0,0,0,0,2,0,0,0,0,0,1.0,16,4,12,2,2,0,2024
474,467,DeAngelo Malone,ATL,25,OLB,16,0,0,0,0,0,0,0,0,0,0,0,2.0,16,8,8,3,3,0,2024
475,468,Ross Matiscik,JAX,28,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2024
476,469,Jaylen McCollough,LAR,24,DB,16,0,4,6,1,4,4,0,0,0,0,0,0.0,38,23,15,0,1,0,2024
477,470,Kenny McIntosh,SEA,24,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
478,471,Bo Melton,GNB,25,WR,16,0,0,0,0,0,0,0,0,2,0,0,0.0,3,1,2,0,0,0,2024
479,472,Cameron Mitchell,CLE,23,CB,16,0,0,0,0,0,1,0,0,0,0,0,0.0,22,15,7,1,0,0,2024
480,473,Israel Mukuamu,DAL,25,S,16,0,2,20,0,15,2,0,0,0,0,0,0.0,18,12,6,0,1,0,2024
481,474,Jason Myers,SEA,33,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
482,475,Siran Neal,MIA,30,CB,16,0,0,0,0,0,2,0,0,0,0,0,0.0,10,8,2,0,0,0,2024
483,476,Derrick Nnadi,KAN,28,DT,16,0,0,0,0,0,0,0,0,0,0,0,0.0,7,3,4,0,0,0,2024
484,477,Amen Ogbongbemiga,CHI,26,LB,16,0,0,0,0,0,0,0,0,0,0,0,1.0,13,7,6,1,1,0,2024
485,478,Moro Ojomo,PHI,23,DT,16,0,0,0,0,0,0,0,0,0,0,0,0.0,15,5,10,0,4,0,2024
486,479,Segun Olubi,IND,25,LB,16,0,0,0,0,0,0,1,0,1,18,0,0.0,12,6,6,0,0,0,2024
487,480,Matthew Orzech,GNB,29,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
488,481,Zach Pascal,ARI,30,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
489,482,Samaje Perine,KAN,29,RB,16,0,0,0,0,0,0,0,0,2,7,0,0.0,3,1,2,0,0,0,2024
490,483,Del'Shawn Phillips,HOU,28,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,13,6,7,1,0,0,2024
491,484,Bradley Pinion,ATL,30,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
492,485,Jeremy Reaves,WAS,28,S,16,0,0,0,0,0,0,1,0,0,0,0,0.0,20,9,11,0,0,0,2024
493,486,Craig Reynolds,DET,28,RB,16,0,0,0,0,0,0,0,1,1,0,0,0.0,3,2,1,0,0,0,2024
494,487,Luke Rhodes,IND,32,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
495,488,Kelee Ringo,PHI,22,CB,16,0,0,0,0,0,0,1,0,1,0,0,0.0,10,8,2,0,0,0,2024
496,489,Ronnie Rivers,LAR,25,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,2024
497,490,Mark Robinson,PIT,25,LB,16,0,0,0,0,0,0,2,0,0,0,0,0.0,5,5,0,0,0,0,2024
498,491,Josh Ross,2TM,25,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,2024
499,491,Josh Ross,BAL,25,LB,7,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2024
500,491,Josh Ross,SEA,25,LB,9,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
501,492,Jason Sanders,MIA,29,K,16,0,0,0,0,0,0,0,0,1,-1,0,0.0,1,1,0,0,0,0,2024
502,493,Brenden Schooler,NWE,27,S,16,0,0,0,0,0,0,0,0,0,0,0,2.0,11,9,2,2,3,0,2024
503,494,JK Scott,LAC,29,P,16,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
504,495,Trent Sieg,DAL,29,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
505,496,Tremon Smith,DEN,28,CB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,2024
506,497,Brevyn Spann-Ford,DAL,25,TE,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
507,498,Teair Tart,LAC,27,DT,16,0,1,4,0,4,2,1,1,1,0,0,1.0,28,14,14,5,5,0,2024
508,499,Drake Thomas,SEA,24,LB,16,0,0,0,0,0,1,0,0,0,0,0,0.0,11,3,8,0,0,0,2024
509,500,Tavierre Thomas,TAM,28,CB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,14,8,6,0,0,0,2024
510,501,Jeremiah Trotter Jr.,PHI,22,LB,16,0,0,0,0,0,1,0,0,0,0,0,0.5,14,7,7,0,1,0,2024
511,502,Justin Tucker,BAL,35,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
512,503,Sean Tucker,TAM,23,RB,16,0,0,0,0,0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,2024
513,504,Lukas Van Ness,GNB,23,DL,16,0,0,0,0,0,0,1,0,1,0,0,3.0,31,21,10,6,6,0,2024
514,505,Mykal Walker,WAS,27,OLB,16,0,0,0,0,0,0,0,0,2,0,0,0.0,21,8,13,0,0,0,2024
515,506,Tylan Wallace,BAL,25,WR,16,0,0,0,0,0,0,0,1,1,0,0,0.0,3,1,2,0,0,0,2024
516,507,Avery Williams,ATL,26,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,2024
517,508,Trayveon Williams,CIN,27,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
518,509,Emanuel Wilson,GNB,25,RB,16,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
519,510,James Winchester,KAN,35,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,0,0,2024
520,511,Zach Wood,NOR,31,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2024
521,512,Chase Young,NOR,25,DE,16,0,0,0,0,0,2,1,0,0,0,0,5.5,30,20,10,8,21,0,2024
522,513,Zach Allen,DEN,27,DL,15,15,0,0,0,0,1,0,0,0,0,0,8.5,60,32,28,15,39,1,2024
523,514,Dorance Armstrong Jr.,WAS,27,DE,15,15,0,0,0,0,0,2,0,0,0,0,5.0,36,18,18,6,14,0,2024
524,515,Cooper Beebe,DAL,23,OG,15,15,0,0,0,0,0,0,1,1,-12,0,0.0,0,0,0,0,0,0,2024
525,516,Christian Benford,BUF,24,CB,15,15,2,30,0,24,10,2,0,1,43,0,1.0,64,50,14,3,1,0,2024
526,517,Tyler Biadasz,WAS,27,C,15,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
527,518,Julian Blackmon,IND,26,S,15,15,2,17,0,17,3,0,0,1,0,0,0.5,81,57,24,1,1,0,2024
528,519,Reed Blankenship,PHI,25,S,15,15,4,29,0,28,6,0,0,1,16,0,0.0,78,52,26,0,0,0,2024
529,520,Brian Branch,DET,23,DB,15,15,4,48,0,47,15,1,0,0,0,0,1.0,103,76,27,8,6,0,2024
530,521,James Cook,BUF,25,RB,15,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
531,522,Demario Davis,NOR,35,LB,15,15,1,0,0,0,6,0,0,0,0,0,2.0,127,63,64,5,2,0,2024
532,523,Nakobe Dean,PHI,24,LB,15,15,1,0,0,0,4,1,0,2,0,0,3.0,128,80,48,9,6,0,2024
533,524,Grant Delpit,CLE,26,S,15,15,0,0,0,0,1,0,0,1,0,0,1.0,107,64,43,7,3,0,2024
534,525,Daniel Ekuale,NWE,30,DT,15,15,0,0,0,0,0,0,0,0,0,0,1.0,49,24,25,2,3,0,2024
535,526,Sauce Gardner,NYJ,24,CB,15,15,1,0,0,0,9,0,0,0,0,0,1.0,49,36,13,1,1,0,2024
536,527,Breece Hall,NYJ,23,RB,15,15,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,2024
537,528,Jaycee Horn,CAR,25,CB,15,15,1,0,0,0,13,0,0,0,0,0,2.0,68,49,19,5,2,0,2024
538,529,Tytus Howard,HOU,28,T,15,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
539,530,Chuba Hubbard,CAR,25,RB,15,15,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,2024
540,531,Marlon Humphrey,BAL,28,CB,15,15,6,37,1,37,14,2,0,0,0,0,0.5,63,47,16,5,4,0,2024
541,532,Jalen Hurts,PHI,26,QB,15,15,0,0,0,0,0,0,9,2,-8,0,0.0,0,0,0,0,0,0,2024
542,533,Donte Jackson,PIT,29,CB,15,15,5,88,0,49,8,0,0,1,-1,0,0.0,38,28,10,2,0,0,2024
543,534,Derwin James,LAC,28,S,15,15,1,2,0,2,6,0,0,1,0,0,5.5,90,58,32,9,6,0,2024
544,535,Anfernee Jennings,NWE,27,LB,15,15,0,0,0,0,0,1,0,0,0,0,2.5,72,40,32,6,8,0,2024
545,536,Lane Johnson,PHI,34,T,15,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
546,537,Chris Jones,KAN,30,DT,15,15,0,0,0,0,0,1,0,0,0,0,5.0,37,19,18,9,20,0,2024
547,538,CeeDee Lamb,DAL,25,WR,15,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
548,539,Deommodore Lenoir,SFO,25,DB,15,15,2,33,0,33,9,1,0,0,0,0,0.0,85,53,32,2,0,0,2024
549,540,Devin Lloyd,JAX,26,LB,15,15,1,3,0,3,4,1,0,0,0,0,1.0,107,57,50,5,4,0,2024
550,541,Roy Lopez,ARI,27,DL,15,15,0,0,0,0,3,1,0,1,0,0,1.0,27,10,17,4,3,0,2024
551,542,Khalil Mack,LAC,33,OLB,15,15,0,0,0,0,9,2,0,1,22,0,6.0,38,19,19,6,15,0,2024
552,543,Trey McBride,ARI,25,TE,15,15,0,0,0,0,0,0,0,2,0,1,0.0,0,0,0,0,0,0,2024
553,544,Emmanuel Ogbah,MIA,31,LB,15,15,1,0,0,0,2,1,0,0,0,0,4.5,47,26,21,8,10,0,2024
554,545,Jason Pinnock,NYG,25,S,15,15,0,0,0,0,1,0,0,0,0,0,3.0,83,49,34,4,3,0,2024
555,546,Tony Pollard,TEN,27,RB,15,15,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,2024
556,547,Joey Porter Jr.,PIT,24,CB,15,15,1,16,0,16,6,0,0,0,0,0,0.0,64,47,17,2,0,0,2024
557,548,Jordan Poyer,MIA,33,S,15,15,0,0,0,0,3,0,0,0,0,0,0.0,90,47,43,0,1,0,2024
558,549,Brock Purdy,SFO,25,QB,15,15,0,0,0,0,0,0,7,0,-11,0,0.0,0,0,0,0,0,0,2024
559,550,Frank Ragnow,DET,28,C,15,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
560,551,A'Shawn Robinson,CAR,29,DE,15,15,0,0,0,0,1,1,0,0,0,0,5.5,75,42,33,8,8,0,2024
561,552,Deebo Samuel,SFO,28,WR,15,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
562,553,Jeffery Simmons,TEN,27,DT,15,15,0,0,0,0,4,2,0,2,0,0,5.0,72,40,32,11,9,0,2024
563,554,Justin Simmons,ATL,31,S,15,15,2,0,0,0,7,0,0,0,0,0,0.0,56,33,23,2,0,0,2024
564,555,Rashawn Slater,LAC,25,T,15,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
565,556,Harrison Smith,MIN,35,S,15,15,2,0,0,0,9,0,0,1,0,0,1.0,83,53,30,3,1,0,2024
566,557,Roquan Smith,BAL,27,LB,15,15,1,0,0,0,4,1,0,1,0,0,1.5,144,78,66,4,3,0,2024
567,558,Patrick Surtain II,DEN,24,CB,15,15,4,132,1,100,11,1,0,1,0,0,0.0,42,31,11,1,0,0,2024
568,559,Montez Sweat,CHI,28,DL,15,15,0,0,0,0,2,2,0,0,0,0,5.5,31,18,13,9,12,0,2024
569,560,Vita Vea,TAM,29,NT,15,15,0,0,0,0,1,0,0,0,0,0,6.0,39,26,13,9,12,0,2024
570,561,Rachaad White,TAM,25,RB,15,15,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,2024
571,562,Leonard Williams,SEA,30,DE,15,15,1,92,1,92,3,0,0,0,0,0,9.0,59,33,26,15,26,0,2024
572,563,Quinnen Williams,NYJ,27,DL,15,15,0,0,0,0,0,0,0,0,0,0,6.0,37,25,12,8,17,0,2024
573,564,Mack Wilson,ARI,26,LB,15,15,1,0,0,0,4,0,0,1,0,0,3.0,73,44,29,4,7,0,2024
574,565,Tristan Wirfs,TAM,25,T,15,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
575,566,Kevin Zeitler,DET,34,G,15,15,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2024
576,567,Terrion Arnold,DET,21,CB,15,14,0,0,0,0,9,0,0,1,-1,0,0.0,58,46,12,0,0,0,2024
577,568,Tyler Conklin,NYJ,29,TE,15,14,0,0,0,0,0,0,0,2,-3,0,0.0,0,0,0,0,0,0,2024
578,569,Rico Dowdle,DAL,26,RB,15,14,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,2024
579,570,Brandon Jones,DEN,26,S,15,14,3,74,0,37,10,1,0,1,34,0,0.0,114,79,35,2,1,0,2024
580,571,Rhamondre Stevenson,NWE,26,RB,15,14,0,0,0,0,0,0,7,4,0,0,0.0,0,0,0,0,0,0,2024
581,572,Ladd McConkey,LAC,23,WR,15,13,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
582,573,Michael Pittman Jr.,IND,27,WR,15,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
583,574,Nathan Shepherd,NOR,31,DT,15,13,0,0,0,0,0,0,0,0,0,0,1.5,36,15,21,3,6,0,2024
584,575,Tyrique Stevenson,CHI,24,DB,15,13,2,43,1,43,11,1,0,0,0,0,0.0,70,47,23,1,0,0,2024
585,576,Jourdan Lewis,DAL,29,CB,15,12,1,0,0,0,7,1,0,1,0,0,1.0,66,35,31,3,2,0,2024
586,577,Elijah Molden,LAC,25,CB,15,12,3,28,0,25,7,0,0,2,0,0,0.0,75,43,32,2,0,0,2024
587,578,Darius Slayton,NYG,27,WR,15,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
588,579,Kyle Van Noy,BAL,33,OLB,15,12,0,0,0,0,2,2,0,1,0,0,11.5,38,24,14,13,20,0,2024
589,580,Julian Hill,MIA,24,TE,15,11,0,0,0,0,0,0,1,0,0,0,0.0,4,1,3,0,0,0,2024
590,581,Malik Mustapha,SFO,22,S,15,11,1,1,0,1,5,0,0,0,0,0,0.0,71,31,40,2,0,0,2024
591,582,Garrett Williams,ARI,23,CB,15,11,2,0,0,0,8,1,0,0,0,0,0.0,53,36,17,0,0,0,2024
592,583,DeAundre Alford,ATL,27,CB,15,10,0,0,0,0,10,1,0,0,0,0,1.0,76,56,20,1,1,0,2024
593,584,Jer'Zhan Newton,WAS,22,DT,15,10,0,0,0,0,1,1,0,1,2,0,2.0,41,19,22,6,7,0,2024
594,585,Logan Hall,TAM,24,DL,15,9,0,0,0,0,1,0,0,1,0,0,5.5,26,16,10,6,10,0,2024
595,586,Mike Hilton,CIN,30,CB,15,9,1,0,0,0,4,0,0,0,0,0,0.0,69,47,22,12,1,0,2024
596,587,Ernest Jones,2TM,25,LB,15,14,1,12,0,12,4,1,0,0,0,0,0.0,129,74,55,4,1,0,2024
597,587,Ernest Jones,TEN,25,LB,6,5,0,0,0,0,2,0,0,0,0,0,0.0,44,29,15,3,1,0,2024
598,587,Ernest Jones,SEA,25,LB,9,9,1,12,0,12,2,1,0,0,0,0,0.0,85,45,40,1,0,0,2024
599,588,Ventrell Miller,JAX,25,LB,15,9,0,0,0,0,3,1,0,0,0,0,0.0,80,53,27,4,0,0,2024
600,589,Levi Onwuzurike,DET,26,DL,15,9,0,0,0,0,0,1,0,0,0,0,1.5,25,14,11,1,12,0,2024
601,590,Khalil Shakir,BUF,24,WR,15,9,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
602,591,Dante Stills,ARI,25,DL,15,9,0,0,0,0,1,1,0,0,0,0,4.5,39,18,21,4,6,0,2024
603,592,Willie Gay Jr.,NOR,26,LB,15,8,0,0,0,0,3,1,0,2,4,0,2.0,28,19,9,2,1,0,2024
604,593,Tyrice Knight,SEA,24,LB,15,8,0,0,0,0,2,0,0,1,-2,0,1.0,78,36,42,3,3,0,2024
605,594,Isaiah Likely,BAL,24,TE,15,8,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,2024
606,595,LaBryan Ray,CAR,27,DE,15,8,0,0,0,0,0,0,0,0,0,0,1.0,41,15,26,2,2,0,2024
607,596,Ja'Tavion Sanders,CAR,21,TE,15,8,0,0,0,0,0,0,1,1,2,0,0.0,0,0,0,0,0,0,2024
608,597,Charles Snowden,LVR,26,DE,15,8,0,0,0,0,4,0,0,0,0,0,1.5,35,15,20,3,6,0,2024
609,598,Kendall Lamm,MIA,32,T,15,7,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
610,599,Payne Durham,TAM,24,TE,15,5,0,0,0,0,0,0,1,0,0,0,0.0,2,0,2,0,0,0,2024
611,600,Nazeeh Johnson,KAN,26,S,15,5,0,0,0,0,3,0,0,0,0,0,1.0,47,26,21,3,1,0,2024
612,601,Ogbonnia Okoronkwo,CLE,29,DE,15,5,0,0,0,0,0,1,0,0,0,0,3.0,22,14,8,5,6,0,2024
613,602,Jeremiah Pharms,NWE,28,DT,15,5,0,0,0,0,0,0,0,0,0,0,2.0,30,14,16,4,5,0,2024
614,603,Cole Bishop,BUF,22,S,15,4,0,0,0,0,1,1,0,0,0,0,0.0,37,24,13,1,0,0,2024
615,604,Christian Elliss,NWE,25,LB,15,4,1,6,0,6,4,1,0,1,0,0,1.5,67,37,30,1,5,0,2024
616,605,Jaleel McLaughlin,DEN,24,RB,15,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
617,606,Tyree Wilson,LVR,24,DE,15,4,0,0,0,0,0,1,0,0,0,0,4.5,26,16,10,6,10,0,2024
618,607,Charlie Woerner,ATL,27,TE,15,4,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,2024
619,608,Brandin Echols,NYJ,27,CB,15,3,2,0,0,0,3,0,0,1,0,0,0.0,37,26,11,1,0,0,2024
620,609,Luke Gifford,TEN,29,LB,15,3,1,0,0,0,2,0,0,0,0,0,0.0,41,28,13,1,0,0,2024
621,610,Xavier Hutchinson,HOU,24,WR,15,3,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,2024
622,611,Hunter Luepke,DAL,24,RB,15,3,0,0,0,0,0,0,0,0,0,0,0.0,12,4,8,0,0,0,2024
623,612,Marcus Maye,2TM,31,S,15,4,1,0,0,0,3,0,0,0,0,0,0.0,42,19,23,1,0,0,2024
624,612,Marcus Maye,MIA,31,S,11,3,0,0,0,0,1,0,0,0,0,0,0.0,30,13,17,1,0,0,2024
625,612,Marcus Maye,LAC,31,S,4,1,1,0,0,0,2,0,0,0,0,0,0.0,12,6,6,0,0,0,2024
