,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,,Def Interceptions,,,,,Fumbles,,,,,Unnamed: 17_level_0,Tackles,,,,,Unnamed: 23_level_0,Year
,Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,
202,203,Isaiah Pola-Mao,LVR,25,S,16,13,0,0,0,0,5,2,0,0,0,0,1.0,80,52,28,1,1,0,2024
203,204,Calvin Ridley,TEN,30,WR,16,13,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
204,205,Elandon Roberts,PIT,30,LB,16,13,0,0,0,0,0,1,0,0,0,0,1.0,44,23,21,5,4,0,2024
205,206,Trenton Simpson,BAL,23,LB,16,13,0,0,0,0,4,0,0,1,0,0,1.5,73,40,33,5,6,0,2024
206,207,Benjamin St-Juste,WAS,27,CB,16,13,0,0,0,0,7,1,0,1,0,0,0.0,66,53,13,0,0,0,2024
207,208,Adam Trautman,DEN,27,TE,16,13,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,2024
208,209,Keion White,NWE,25,DE,16,13,0,0,0,0,5,2,0,0,0,0,5.0,54,29,25,7,16,0,2024
209,210,Michael Wilson,ARI,24,WR,16,13,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
210,211,Xavier Worthy,KAN,21,WR,16,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
211,212,Calen Bullock,HOU,21,S,16,12,5,96,0,68,10,0,0,1,0,0,0.0,52,35,17,0,0,0,2024
212,213,Grant Calcaterra,PHI,26,TE,16,12,0,0,0,0,0,0,0,1,2,0,0.0,1,0,1,0,0,0,2024
213,214,A.J. Epenesa,BUF,26,DE,16,12,0,0,0,0,2,2,0,0,0,0,6.0,39,23,16,8,11,1,2024
214,215,Chauncey Golston,DAL,26,DE,16,12,1,18,0,18,5,0,0,1,0,0,4.0,53,28,25,4,6,0,2024
215,216,Mack Hollins,BUF,31,WR,16,12,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,2024
216,217,Ray-Ray McCloud,ATL,28,WR,16,12,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,2024
217,218,Courtland Sutton,DEN,29,WR,16,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
218,219,Vonn Bell,CIN,30,S,16,11,1,32,0,32,2,1,0,1,0,0,0.0,52,22,30,1,1,0,2024
219,220,Sebastian Joseph-Day,TEN,29,DL,16,11,0,0,0,0,1,0,0,0,0,0,2.5,43,18,25,3,6,0,2024
220,221,George Karlaftis III,KAN,23,DE,16,11,0,0,0,0,5,0,0,0,0,0,8.0,35,21,14,9,28,0,2024
221,222,Rome Odunze,CHI,22,WR,16,11,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
222,223,Christian Rozeboom,LAR,27,LB,16,11,1,16,0,16,4,0,0,0,0,0,1.0,135,69,66,5,1,0,2024
223,224,Jerry Tillery,MIN,28,DL,16,11,0,0,0,0,2,1,0,0,0,0,0.0,28,13,15,1,3,0,2024
224,225,Tyrone Tracy Jr.,NYG,25,RB,16,11,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,2024
225,226,Dorian Williams,BUF,23,LB,16,11,0,0,0,0,0,1,0,3,0,0,0.0,113,66,47,5,2,0,2024
226,227,Javonte Williams,DEN,24,RB,16,11,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
227,228,Eric Wilson,GNB,30,LB,16,11,1,0,0,0,2,1,0,0,0,0,2.0,65,36,29,7,4,0,2024
228,229,Bryan Bresee,NOR,23,DT,16,10,0,0,0,0,3,1,0,0,0,0,7.5,24,16,8,7,14,0,2024
229,230,Chase Brown,CIN,24,RB,16,10,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
230,231,Coby Bryant,SEA,25,CB,16,10,3,87,1,69,6,1,0,0,0,0,0.0,66,44,22,1,2,0,2024
231,232,Devin Bush Jr.,CLE,26,LB,16,10,0,0,0,0,3,0,0,0,0,0,1.0,76,45,31,8,1,0,2024
232,233,Pat Freiermuth,PIT,26,TE,16,10,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,2024
233,234,Noah Gray,KAN,25,TE,16,10,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2024
234,235,Noah Igbinoghene,WAS,25,CB,16,10,0,0,0,0,6,0,0,0,0,0,0.0,50,30,20,1,0,0,2024
235,236,Chris Manhertz,NYG,32,TE,16,10,0,0,0,0,0,0,0,1,-1,0,0.0,1,1,0,0,0,0,2024
236,237,Scott Matlock,LAC,24,DL,16,10,0,0,0,0,1,0,0,0,0,0,1.0,6,2,4,1,1,0,2024
237,238,Chigoziem Okonkwo,TEN,25,TE,16,10,0,0,0,0,0,0,2,0,0,0,0.0,4,3,1,0,0,0,2024
238,239,Odafe Oweh,BAL,26,OLB,16,10,0,0,0,0,0,1,0,0,0,0,9.0,34,21,13,8,22,0,2024
239,240,Jayden Reed,GNB,24,WR,16,10,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,2024
240,241,Tim Settle,HOU,27,DT,16,10,0,0,0,0,0,0,0,1,2,0,5.0,30,23,7,10,10,0,2024
241,242,Nolan Smith,PHI,23,OLB,16,10,0,0,0,0,2,1,0,2,0,0,6.5,42,21,21,8,11,0,2024
242,243,Tershawn Wharton,KAN,26,DT,16,10,0,0,0,0,2,1,0,0,0,0,6.5,29,18,11,7,11,0,2024
243,244,Nate Adkins,DEN,25,TE,16,9,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,2024
244,245,Darrell Baker,TEN,26,CB,16,9,0,0,0,0,5,0,0,0,0,0,0.0,39,31,8,1,0,0,2024
245,246,Montaric Brown,JAX,25,CB,16,9,1,0,0,0,8,0,0,0,0,0,0.0,72,53,19,6,0,0,2024
246,247,Daniel Brunskill,TEN,30,OL,16,9,0,0,0,0,0,0,1,0,-3,0,0.0,0,0,0,0,0,0,2024
247,248,Cooper DeJean,PHI,21,DB,16,9,0,0,0,0,6,1,2,3,0,0,0.5,51,38,13,3,1,0,2024
248,249,Tyrel Dodson,2TM,26,LB,16,11,2,0,0,0,4,1,0,0,0,0,2.0,103,56,47,5,4,0,2024
249,249,Tyrel Dodson,SEA,26,LB,9,9,0,0,0,0,2,1,0,0,0,0,2.0,71,41,30,5,3,0,2024
250,249,Tyrel Dodson,MIA,26,LB,7,2,2,0,0,0,2,0,0,0,0,0,0.0,32,15,17,0,1,0,2024
251,250,Eddie Goldman,ATL,30,DL,16,9,0,0,0,0,0,0,0,0,0,0,1.0,16,7,9,1,3,0,2024
252,251,Josh Metellus,MIN,26,S,16,9,2,16,0,12,4,1,0,0,0,0,0.0,98,60,38,2,5,0,2024
253,252,Colby Parkinson,LAR,25,TE,16,9,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
254,253,Tip Reiman,ARI,23,TE,16,9,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
255,254,Jeremy Ruckert,NYJ,24,TE,16,9,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
256,255,Preston Smith,2TM,32,DL,16,9,0,0,0,0,0,0,0,1,1,0,3.5,30,11,19,4,5,0,2024
257,255,Preston Smith,GNB,32,DL,9,9,0,0,0,0,0,0,0,0,0,0,2.5,19,6,13,2,4,0,2024
258,255,Preston Smith,PIT,32,LB,7,0,0,0,0,0,0,0,0,1,1,0,1.0,11,5,6,2,1,0,2024
259,256,Za'Darius Smith,2TM,32,DE,16,15,0,0,0,0,0,0,0,0,0,0,8.0,32,19,13,8,15,0,2024
260,256,Za'Darius Smith,CLE,32,DE,9,9,0,0,0,0,0,0,0,0,0,0,5.0,23,15,8,6,7,0,2024
261,256,Za'Darius Smith,DET,32,DL,7,6,0,0,0,0,0,0,0,0,0,0,3.0,9,4,5,2,8,0,2024
262,257,Omar Speights,LAR,23,LB,16,9,0,0,0,0,2,0,0,0,0,0,0.0,64,36,28,2,0,0,2024
263,258,Brenton Strange,JAX,24,TE,16,9,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,2024
264,259,Ar'Darius Washington,BAL,25,S,16,9,2,33,0,32,7,1,0,0,0,0,1.0,60,43,17,5,2,0,2024
265,260,Braden Fiske,LAR,24,DE,16,8,0,0,0,0,0,2,0,2,8,0,8.0,43,20,23,10,9,0,2024
266,261,Antonio Johnson,JAX,23,S,16,8,0,0,0,0,2,0,0,0,0,0,0.0,70,53,17,1,0,0,2024
267,262,Marist Liufau,DAL,23,LB,16,8,0,0,0,0,3,2,0,1,0,0,1.5,42,24,18,3,2,0,2024
268,263,Ja'Quan McMillian,DEN,24,CB,16,8,2,44,1,44,9,1,0,0,0,0,1.0,78,58,20,3,2,0,2024
269,264,Jarran Reed,SEA,32,NT,16,8,0,0,0,0,2,1,0,0,0,0,4.5,45,21,24,5,14,0,2024
270,265,Justin Strnad,DEN,28,LB,16,8,0,0,0,0,3,0,0,0,0,0,3.0,71,46,25,8,4,0,2024
271,266,Tuli Tuipulotu,LAC,22,OLB,16,8,0,0,0,0,2,1,0,0,0,0,8.5,42,26,16,11,16,0,2024
272,267,Nick Westbrook-Ikhine,TEN,27,WR,16,8,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
273,268,Samuel Womack,IND,25,CB,16,8,2,4,0,4,9,0,0,0,0,0,0.0,34,23,11,0,0,0,2024
274,269,Daniel Bellinger,NYG,24,TE,16,7,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
275,270,Demario Douglas,NWE,24,WR,16,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
276,271,Luke Farrell,JAX,27,TE,16,7,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
277,272,Dante Fowler,WAS,30,LB,16,7,1,67,1,67,1,2,0,0,0,0,10.5,35,23,12,14,12,0,2024
278,273,Johnathan Hankins,SEA,32,DT,16,7,1,0,0,0,1,0,0,0,0,0,1.0,28,14,14,5,2,0,2024
279,274,Jaylinn Hawkins,NWE,27,S,16,7,0,0,0,0,1,0,0,1,0,0,0.0,44,26,18,3,0,0,2024
280,275,Austin Hooper,NWE,30,TE,16,7,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,2024
281,276,Dre'Mont Jones,SEA,27,DE,16,7,0,0,0,0,1,1,0,0,0,0,4.0,26,14,12,7,12,1,2024
282,277,Adonai Mitchell,IND,22,WR,16,7,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
283,278,Jalen Nailor,MIN,25,WR,16,7,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,2024
284,279,Isaiah Oliver,NYJ,28,CB,16,7,0,0,0,0,3,0,0,0,0,0,1.0,49,35,14,2,2,0,2024
285,280,Mike Pennel,KAN,33,DT,16,7,0,0,0,0,0,1,0,0,0,0,3.0,24,10,14,3,2,0,2024
286,281,Adam Prentice,NOR,27,FB,16,7,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,2024
287,282,Eric Stokes,GNB,25,CB,16,7,0,0,0,0,0,0,0,0,0,0,0.0,40,28,12,0,0,0,2024
288,283,Milton Williams,PHI,25,DT,16,7,0,0,0,0,1,1,0,1,0,0,5.0,23,11,12,7,8,0,2024
289,284,AJ Barner,SEA,22,TE,16,6,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
290,285,John Bates,WAS,27,TE,16,6,0,0,0,0,0,0,1,0,0,0,0.0,2,1,1,0,0,0,2024
291,286,Beanie Bishop,PIT,25,CB,16,6,3,46,0,41,6,0,0,1,0,0,0.5,45,30,15,2,1,0,2024
292,287,Taven Bryan,IND,28,DT,16,6,0,0,0,0,1,0,0,1,0,0,1.0,18,10,8,3,2,0,2024
293,288,Akeem Davis-Gaither,CIN,27,LB,16,6,1,12,0,12,4,1,0,0,0,0,0.0,70,33,37,3,1,0,2024
294,289,Kingsley Enagbare,GNB,24,DL,16,6,0,0,0,0,0,2,0,0,0,0,4.5,39,18,21,6,8,0,2024
295,290,Kylen Granson,IND,26,TE,16,6,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,2024
296,291,Renardo Green,SFO,24,CB,16,6,1,20,0,20,10,1,0,0,0,0,0.0,58,39,19,0,0,0,2024
297,292,Brock Hoffman,DAL,25,C,16,6,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
298,293,Lil'Jordan Humphrey,DEN,26,WR,16,6,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,2024
299,294,Jonah Laulu,LVR,24,DT,16,6,0,0,0,0,3,0,0,0,0,0,1.0,28,13,15,2,1,0,2024
300,295,Cameron Lewis,BUF,27,DB,16,6,1,0,0,0,4,0,0,0,0,0,0.0,68,47,21,2,0,0,2024
301,296,Patrick Ricard,BAL,30,FB,16,6,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,2024
302,297,Tavius Robinson,BAL,25,OLB,16,6,0,0,0,0,1,0,0,0,0,0,3.5,30,12,18,4,12,0,2024
303,298,Luke Schoonmaker,DAL,26,TE,16,6,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,2024
304,299,Parker Washington,JAX,22,WR,16,6,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
305,300,Jordan Akins,CLE,32,TE,16,5,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2024
306,301,Jordan Battle,CIN,24,S,16,5,1,0,0,0,3,0,1,1,60,0,0.0,57,34,23,1,1,0,2024
307,302,Dane Belton,NYG,24,S,16,5,1,0,0,0,6,1,0,1,0,0,1.0,52,26,26,1,1,0,2024
308,303,Zach Charbonnet,SEA,23,RB,16,5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
309,304,Troy Dye,LAC,28,LB,16,5,0,0,0,0,0,0,0,0,0,0,1.5,52,30,22,2,2,0,2024
310,305,Connor Heyward,PIT,25,TE,16,5,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,2024
311,306,Elijah Higgins,ARI,24,TE,16,5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
312,307,Michael Hoecht,LAR,27,OLB,16,5,0,0,0,0,2,0,0,0,0,0,3.0,53,22,31,4,6,0,2024
313,308,Fred Johnson,PHI,27,T,16,5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
314,309,David Moore,CAR,29,WR,16,5,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
315,310,Anthony Nelson,TAM,27,OLB,16,5,0,0,0,0,1,1,0,1,0,0,4.0,37,24,13,6,13,0,2024
316,311,Josh Newton,CIN,24,CB,16,5,1,12,0,12,6,0,0,0,0,0,0.0,24,21,3,1,0,0,2024
317,312,Andrew Ogletree,IND,26,TE,16,5,0,0,0,0,0,0,0,0,0,0,0.0,4,0,4,0,0,0,2024
318,313,Justin Skule,TAM,28,T,16,5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
319,314,Jonnu Smith,MIA,29,TE,16,5,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
320,315,Grant Stuard,IND,26,LB,16,5,0,0,0,0,0,0,0,0,0,0,0.0,40,25,15,2,0,0,2024
321,316,Chazz Surratt,NYJ,27,LB,16,5,0,0,0,0,0,0,0,0,0,0,0.0,27,17,10,2,1,0,2024
322,317,Joshua Williams,KAN,25,CB,16,5,0,0,0,0,5,0,0,0,0,0,1.0,30,17,13,2,1,0,2024
323,318,Isaac Yiadom,SFO,28,CB,16,5,1,11,0,11,6,1,0,2,0,0,0.0,44,36,8,0,0,0,2024
324,319,Olamide Zaccheaus,WAS,27,WR,16,5,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,2024
325,320,Percy Butler,WAS,24,S,16,4,0,0,0,0,1,0,0,0,0,0,0.0,40,24,16,2,1,0,2024
326,321,Greg Dortch,ARI,26,WR,16,4,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,2024
327,322,Neville Hewitt,HOU,31,LB,16,4,1,45,0,45,3,2,0,0,0,0,0.0,55,28,27,0,1,0,2024
328,323,Jordan Howden,NOR,24,DB,16,4,1,-5,0,-5,1,0,0,0,0,0,0.0,47,24,23,1,0,0,2024
329,324,Juwan Johnson,NOR,28,TE,16,4,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,2024
330,325,Rodney McLeod,CLE,34,S,16,4,0,0,0,0,4,0,0,1,25,1,0.0,37,27,10,2,0,0,2024
331,326,Ben Niemann,DET,29,LB,16,4,0,0,0,0,1,0,0,1,0,0,0.0,25,11,14,0,0,0,2024
332,327,Jonathan Owens,CHI,29,S,16,4,1,0,0,0,2,1,0,1,0,0,0.0,44,27,17,1,0,0,2024
333,328,Durham Smythe,MIA,29,TE,16,4,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
334,329,Josh Whyle,TEN,25,TE,16,4,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,2024
335,330,Payton Wilson,PIT,24,LB,16,4,1,0,0,0,2,0,1,2,22,1,0.0,68,41,27,2,2,0,2024
336,331,Ameer Abdullah,LVR,31,RB,16,3,0,0,0,0,0,0,2,1,0,0,0.0,4,2,2,0,0,0,2024
337,332,Alec Anderson,BUF,25,T,16,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2024
338,333,Quinton Bell,MIA,28,LB,16,3,0,0,0,0,1,1,0,0,0,0,1.0,25,15,10,3,0,0,2024
339,334,Jake Bobo,SEA,26,WR,16,3,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,2024
340,335,Mike Brown,TEN,25,S,16,3,0,0,0,0,1,0,0,0,0,0,0.0,45,23,22,0,0,0,2024
341,336,Elijah Chatman,NYG,24,DT,16,3,0,0,0,0,0,0,0,1,0,0,1.0,19,10,9,2,3,0,2024
342,337,Mike Gesicki,CIN,29,TE,16,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
343,338,William Gholston,TAM,33,DL,16,3,0,0,0,0,0,0,0,0,0,0,1.0,12,6,6,1,4,0,2024
344,339,Jahmyr Gibbs,DET,22,RB,16,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2024
345,340,Shaquill Griffin,MIN,29,CB,16,3,2,28,0,28,6,0,0,0,0,0,0.0,39,31,8,1,0,0,2024
346,341,C.J. Ham,MIN,31,FB,16,3,0,0,0,0,0,0,1,1,0,0,0.0,3,1,2,0,0,0,2024
347,342,Jarrian Jones,JAX,23,CB,16,3,1,0,0,0,7,0,0,0,0,0,1.0,37,28,9,1,1,0,2024
348,343,Kamren Kinchens,LAR,22,DB,16,3,4,123,1,103,6,1,1,1,0,0,0.0,53,33,20,1,0,0,2024
349,344,Chad Muma,JAX,25,LB,16,3,0,0,0,0,0,0,0,0,0,0,0.0,31,12,19,0,0,0,2024
350,345,Amik Robertson,DET,26,CB,16,3,0,0,0,0,7,3,0,0,0,0,0.0,45,36,9,4,0,0,2024
351,346,Eric Saubert,SFO,30,TE,16,3,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,2024
352,347,Braelon Allen,NYJ,20,RB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
353,348,Zayne Anderson,GNB,27,S,16,2,1,18,0,18,2,0,0,0,0,0,0.0,16,13,3,0,0,0,2024
354,349,Felix Anudike-Uzomah,KAN,22,DE,16,2,0,0,0,0,0,1,0,1,0,0,2.5,24,15,9,5,7,0,2024
355,350,Michael Burton,DEN,32,FB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,5,1,4,0,0,0,2024
356,351,Arnold Ebiketie,ATL,25,OLB,16,2,0,0,0,0,2,0,0,1,0,0,6.0,36,24,12,6,12,0,2024
357,352,Morgan Fox,LAC,30,DL,16,2,0,0,0,0,1,0,0,0,0,0,3.5,25,19,6,4,6,0,2024
358,353,Antonio Gibson,NWE,26,RB,16,2,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,2024
359,354,Da'Shawn Hand,MIA,29,DT,16,2,0,0,0,0,1,1,0,1,0,0,1.0,31,20,11,5,4,0,2024
360,355,Bucky Irving,TAM,22,RB,16,2,0,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0,0,0,2024
361,356,Devon Key,DEN,27,DB,16,2,0,0,0,0,0,0,0,0,0,0,1.0,32,16,16,0,1,0,2024
362,357,Hunter Long,LAR,26,TE,16,2,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
363,358,Avonte Maddox,PHI,28,CB,16,2,0,0,0,0,5,0,1,0,0,0,0.0,16,8,8,0,0,0,2024
364,359,Max Melton,ARI,22,CB,16,2,0,0,0,0,5,1,0,0,0,0,0.0,48,34,14,2,0,0,2024
365,360,Marvin Mims,DEN,22,WR,16,2,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,2024
366,361,Joseph Ossai,CIN,24,DE,16,2,0,0,0,0,1,2,0,0,0,0,4.5,45,26,19,4,14,0,2024
367,362,Duke Riley,MIA,30,LB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,11,5,6,0,0,0,2024
368,363,Roy Robertson-Harris,2TM,31,DT,16,2,0,0,0,0,1,0,0,0,0,0,2.0,19,10,9,4,4,0,2024
369,363,Roy Robertson-Harris,JAX,31,DT,6,2,0,0,0,0,0,0,0,0,0,0,2.0,7,5,2,3,4,0,2024
370,363,Roy Robertson-Harris,SEA,31,DT,10,0,0,0,0,0,1,0,0,0,0,0,0.0,12,5,7,1,0,0,2024
371,364,Christian Roland-Wallace,KAN,23,CB,16,2,1,0,0,0,1,1,0,0,0,0,0.0,31,20,11,2,2,0,2024
372,365,Jack Sanborn,CHI,24,LB,16,2,0,0,0,0,3,0,0,0,0,0,1.5,34,17,17,2,2,0,2024
373,366,Ben Sinnott,WAS,22,TE,16,2,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
374,367,Carson Steele,KAN,22,RB,16,2,0,0,0,0,0,0,3,0,0,0,0.0,1,0,1,0,0,0,2024
375,368,Dadrion Taylor-Demerson,ARI,23,S,16,2,0,0,0,0,5,0,0,0,0,0,0.0,33,21,12,2,0,0,2024
376,369,KaVontae Turpin,DAL,28,WR,16,2,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,2024
377,370,Kindle Vildor,DET,27,CB,16,2,0,0,0,0,2,0,0,0,0,0,0.0,14,10,4,0,0,0,2024
378,371,Josh Wallace,LAR,24,DB,16,2,0,0,0,0,2,0,0,0,0,0,0.0,5,4,1,0,0,0,2024
379,372,D'Anthony Bell,CLE,28,S,16,1,0,0,0,0,0,0,0,0,0,0,0.0,18,9,9,1,1,0,2024
380,373,Josh Blackwell,CHI,25,DB,16,1,1,10,0,10,2,0,0,0,0,0,0.0,12,10,2,0,0,0,2024
381,374,Chris Board,BAL,29,LB,16,1,0,0,0,0,0,0,0,1,0,0,1.0,29,17,12,2,1,0,2024
382,375,Oren Burks,PHI,29,LB,16,1,0,0,0,0,1,2,0,0,0,0,0.0,24,12,12,0,0,0,2024
383,376,Elijah Campbell,MIA,29,DB,16,1,0,0,0,0,0,1,0,0,0,0,0.0,10,6,4,1,0,0,2024
384,377,Samuel Eguavoen,NYJ,31,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,14,7,7,0,0,0,2024
385,378,Richie Grant,ATL,27,S,16,1,0,0,0,0,1,0,0,0,0,0,0.0,13,12,1,1,0,0,2024
386,379,Kamu Grugier-Hill,MIN,30,LB,16,1,2,5,0,5,3,0,0,0,0,0,0.0,18,11,7,0,0,0,2024
387,380,Zach Harrison,ATL,23,DL,16,1,0,0,0,0,2,0,0,0,0,0,1.0,24,5,19,3,1,1,2024
388,381,KhaDarel Hodge,ATL,29,WR,16,1,0,0,0,0,0,0,0,1,0,1,0.0,7,4,3,1,0,0,2024
389,382,Ty Johnson,BUF,27,RB,16,1,0,0,0,0,0,0,0,1,0,0,0.0,3,3,0,0,0,0,2024
390,383,Ko Kieft,TAM,26,TE,16,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
391,384,Laiatu Latu,IND,24,DE,16,1,0,0,0,0,1,3,0,1,0,0,4.0,31,16,15,5,12,0,2024
392,385,Jeremy McNichols,WAS,29,RB,16,1,0,0,0,0,0,0,0,2,0,0,0.0,10,5,5,0,0,0,2024
393,386,Maema Njongmeta,CIN,23,LB,16,1,0,0,0,0,0,0,0,2,0,0,0.0,13,7,6,0,0,0,2024
394,387,Dare Ogunbowale,HOU,30,RB,16,1,0,0,0,0,0,1,0,0,0,0,0.0,6,3,3,0,0,0,2024
395,388,Dell Pettus,NWE,23,S,16,1,0,0,0,0,1,0,0,0,0,0,1.0,32,17,15,1,1,0,2024
396,389,Brandon Powell,MIN,29,WR,16,1,0,0,0,0,0,0,1,2,7,0,0.0,0,0,0,0,0,0,2024
397,390,Malcolm Roach,DEN,26,DT,16,1,0,0,0,0,2,1,0,1,0,0,2.5,41,18,23,5,7,0,2024
398,391,Chop Robinson,MIA,21,LB,16,1,0,0,0,0,4,0,0,0,0,0,6.0,23,14,9,7,13,0,2024
399,392,Trent Sherfield,MIN,28,WR,16,1,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,2024
400,393,Isaiah Simmons,NYG,26,S,16,1,0,0,0,0,2,1,0,0,0,0,0.0,19,11,8,0,0,0,2024
401,394,Rodney Thomas II,IND,26,S,16,1,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,2024
402,395,Jihad Ward,MIN,30,OLB,16,1,0,0,0,0,1,0,0,1,2,0,1.0,8,5,3,1,14,0,2024
403,396,Chris Williams,CHI,26,DT,16,1,0,0,0,0,0,0,0,0,0,0,3.0,20,16,4,3,6,0,2024
404,397,Cal Adomitis,CIN,26,LS,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
405,398,Tyler Allgeier,ATL,24,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2024
406,399,Tycen Anderson,CIN,25,S,16,0,0,0,0,0,0,0,0,0,0,0,0.0,11,10,1,0,0,0,2024
407,400,Bryan Anger,DAL,36,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
408,401,Matt Araiza,KAN,24,P,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2024
409,402,Arik Armstead,JAX,31,DE,16,0,0,0,0,0,2,0,0,0,0,0,2.0,29,21,8,3,6,0,2024
410,403,Brian Asamoah,MIN,24,LB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,6,4,2,0,0,0,2024
411,404,Jake Bailey,MIA,27,P,16,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,2024
412,405,Krys Barnes,ARI,26,LB,16,0,0,0,0,0,0,0,0,0,0,0,2.0,34,19,15,3,2,0,2024
413,406,Tyler Bass,BUF,27,K,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2024
